"conflict_id","ISO","year","best","binaryconflict"
333,"AFG",2007,4,0
333,"AFG",2007,1,0
333,"AFG",2007,2,0
333,"AFG",2007,5,0
333,"AFG",2007,5,0
333,"AFG",2007,2,0
333,"AFG",2007,1,0
333,"AFG",2007,2,0
333,"AFG",2007,0,0
333,"AFG",2007,4,0
333,"AFG",2007,1,0
333,"AFG",2007,1,0
333,"AFG",2007,0,0
333,"AFG",2007,1,0
333,"AFG",2007,1,0
333,"AFG",2007,1,0
333,"AFG",2007,2,0
333,"AFG",2007,2,0
333,"AFG",2007,1,0
333,"AFG",2007,2,0
333,"AFG",2007,5,0
333,"AFG",2007,2,0
333,"AFG",2007,7,0
333,"AFG",2007,1,0
333,"AFG",2007,6,0
333,"AFG",2007,1,0
333,"AFG",2007,2,0
333,"AFG",2007,41,1
333,"AFG",2007,6,0
333,"AFG",2007,3,0
333,"AFG",2007,1,0
333,"AFG",2007,3,0
333,"AFG",2007,1,0
333,"AFG",2007,2,0
333,"AFG",2007,9,0
333,"AFG",2007,1,0
333,"AFG",2007,5,0
333,"AFG",2007,1,0
333,"AFG",2007,0,0
333,"AFG",2007,6,0
333,"AFG",2007,1,0
333,"AFG",2007,4,0
333,"AFG",2007,0,0
333,"AFG",2007,4,0
333,"AFG",2007,1,0
333,"AFG",2007,3,0
333,"AFG",2007,6,0
333,"AFG",2007,4,0
333,"AFG",2007,2,0
333,"AFG",2007,1,0
333,"AFG",2007,5,0
333,"AFG",2007,4,0
333,"AFG",2007,2,0
333,"AFG",2007,3,0
333,"AFG",2007,15,0
333,"AFG",2007,3,0
333,"AFG",2007,2,0
333,"AFG",2007,5,0
333,"AFG",2007,2,0
333,"AFG",2007,1,0
333,"AFG",2007,1,0
333,"AFG",2007,0,0
333,"AFG",2007,1,0
333,"AFG",2007,1,0
333,"AFG",2007,2,0
333,"AFG",2007,2,0
333,"AFG",2007,1,0
333,"AFG",2007,1,0
333,"AFG",2007,1,0
333,"AFG",2007,1,0
333,"AFG",2007,1,0
333,"AFG",2007,4,0
333,"AFG",2007,4,0
333,"AFG",2007,2,0
333,"AFG",2007,2,0
333,"AFG",2007,4,0
333,"AFG",2007,0,0
333,"AFG",2007,0,0
333,"AFG",2007,5,0
333,"AFG",2007,4,0
333,"AFG",2007,1,0
333,"AFG",2007,3,0
333,"AFG",2007,1,0
